identificacion,capitalSuscrito,numeroTotalEmpleados
01790422097001,36002.0000,1
01790453146001,535426.0000,2
01790386120001,1000000.0000,54
01790396924001,304000.0000,37
01790397971001,240000.0000,18
01790469107001,683964.0000,23
01790472078001,1040.0000,7
01790472124001,73600.0000,6
01790477304001,410000.0000,121
01790488136001,1400.0000,9
01790494209001,49100.0000,
01790504107001,3000.0000,4
01790506428001,1011000.0000,93
01790507653001,7200.0000,1
01790508943001,50000.0000,15
01790516628001,980.0000,1
01790518655001,400.0000,9
01790453669001,400.0000,3
01790478068001,2900000.0000,108
01790480828001,12240.0000,
01790484793001,22100.0000,51
01591724297001,800.0000,
01591726052001,400.0000,
01591727121001,840.0000,
01791403428001,30400.0000,3
01791403452001,90000.0000,7
01791403630001,4000.0000,4
01791403665001,1200.0000,2
01791403819001,100000.0000,13
01791404130001,400.0000,5
01791404173001,3000.0000,6
01791404416001,10000.0000,5
01791404483001,1011992.0000,142
01791404491001,710000.0000,2
01791404696001,11000.0000,15
01791404793001,908.6000,3
01791405463001,10400.0000,5
01791405536001,400.0000,2
01791406281001,840412.0000,56
01791406753001,400.0000,3
01791407016001,800.0000,6
01791407040001,800.0000,3
01791407202001,2200.0000,3
01791407598001,10000.0000,4
01791407687001,4000.0000,3
01791407776001,10000.0000,312
01791408012001,100400.0000,26
01791408039001,1200.0000,2
01791408063001,800.0000,18
01791408276001,1280.0000,6
01791408462001,800.0000,12
01791408578001,71200.0000,2
01791408608001,10000.0000,2
01791408683001,14999200.0000,153
01791408950001,10000.0000,11
01791409167001,6000.0000,168
01391858760001,10000.0000,
01790482987001,109000.0000,25
01790484068001,400.0000,4
01790533646001,69000.0000,31
01790539571001,30000.0000,4
01790544095001,12000.0000,11
01790589013001,4800.0000,47
01790619079001,180000.0000,4
01790628744001,720.0000,26
01391878710001,800.0000,
01391880960001,250800.0000,
01391897448001,800.0000,
01391899238001,1000.0000,
01391899475001,800.0000,
01391901712001,800.0000,
01391903022001,800.0000,
01391904363001,800.0000,
01391906013001,800.0000,0
01391906137001,800.0000,
01391906706001,800.0000,
01391923767001,800.0000,
01391924178001,2000.0000,
01391924860001,1000.0000,
01391924895001,5000.0000,
01391925360001,800.0000,
01391925689001,200.0000,
01391925832001,10000.0000,
01391926111001,800.0000,
01391926391001,800.0000,
01391927797001,2000.0000,
01391928378001,100.0000,
01391928432001,900.0000,
01391928998001,2000.0000,
01391929226001,900.0000,
01391929544001,800.0000,
01391929706001,800.0000,
01391931034001,120000.0000,
01391931247001,300.0000,
01391931328001,100.0000,
01391931697001,800.0000,
01391931768001,5000.0000,
01391931771001,400.0000,
01391931913001,1000.0000,
01391931938001,800.0000,
01391931968001,5000.0000,
01391932019001,800.0000,
01391932021001,250.0000,
01791768914001,400.0000,7
01791769147001,400.0000,4
01791769198001,2000.0000,4
01791769279001,400.0000,3
00991308881001,1000.0000,1
00991309063001,800.0000,8
00991309772001,800.0000,3
00991310126001,105500.0000,3
00991339000001,1311100.0000,73
00991339124001,683572.0000,13
00991339167001,800.0000,10
00991339191001,800.0000,1
00991339221001,800.0000,10
00991339701001,24000.0000,7
00991339981001,5800.0000,1
00991340076001,400.0000,1
00991340203001,1600.0000,3
00991340327001,20000.0000,2
00991340726001,720.0000,60
00991340750001,2000.0000,3
00991341579001,800.0000,3
00991342087001,800.0000,1
00991342095001,800.0000,1
00991342117001,800.0000,2
00991342133001,800.0000,4
00991342257001,800.0000,2
00991342664001,600000.0000,35
00991342842001,10000.0000,7
00991342931001,4200.0000,6
00991343156001,1000.0000,2
00991343210001,10000.0000,2
00991343237001,800.0000,11
00991343512001,800.0000,
00991343539001,20000.0000,7
00991343652001,2000.0000,13
00991343679001,800.0000,1
00991343768001,800.0000,2
00991343865001,1000.0000,4
00991343873001,800.0000,1
00991343997001,800.0000,11
00991344004001,46094612.0000,469
00991344128001,95240.0000,33
00991344144001,10000.0000,1
00991344160001,800.0000,2
00991344365001,85400.0000,4
00991344527001,150800.0000,68
00991344942001,2000.0000,6
00991345159001,800.0000,2
00991345469001,800.0000,3
00991346120001,1840.0000,2
00991346155001,2000.0000,24
00991346295001,800.0000,2
00991346414001,4000.0000,1
00991346546001,8000.0000,3
00991346716001,2000.0000,10
00991346791001,800.0000,3
00991346805001,800.0000,2
00991347585001,800.0000,3
00991347933001,10877.0000,3
00991348182001,800.0000,6
00991348751001,1580.0000,4
00991349219001,800.0000,1
00991349340001,800.0000,4
00991349472001,4000.0000,9
00991349553001,20000.0000,13
00991349669001,10000.0000,2
00991349758001,1702.0000,2
00991349782001,800.0000,2
00991349847001,10800.0000,1
00991349928001,800.0000,22
00991349936001,1400.0000,8
00991350306001,800.0000,2
00991350322001,19000.0000,11
00991350519001,1000.0000,2
00991350675001,800.0000,1
00991351175001,2500.0000,4
00991351264001,102800.0000,93
00991351418001,8000.0000,2
00991351639001,1600.0000,4
00991351736001,800.0000,2
00991351892001,800.0000,4
00991351930001,800.0000,3
00991352031001,2000.0000,15
00993099627001,10000.0000,
00993100846001,800.0000,
00993100900001,800.0000,
00993101907001,1200.0000,
00993103446001,800.0000,
00993103543001,800.0000,
00993104833001,800.0000,
00993105015001,1000.0000,
00993105864001,224857.0000,
00993106305001,34091.0000,
00993054798001,2000.0000,
00993056189001,72000.0000,
00993058432001,816.0000,
00993058807001,800.0000,
00993259071001,800.0000,
00993259365001,800.0000,
00993259608001,800.0000,
00993259780001,800.0000,
00993259918001,800.0000,
00993260029001,951100.0000,
00993260096001,1000.0000,
00993260282001,800.0000,
00993260398001,800.0000,
00993260428001,800.0000,
00993260436001,55000.0000,
00993260533001,400.0000,
00993260592001,800.0000,
00993260606001,800.0000,
00993260681001,101350.0000,
00993260878001,800.0000,
00993260894001,800.0000,
00993260916001,800.0000,
00993261106001,1000.0000,
00993261165001,50000.0000,
00993261238001,800.0000,
00993261297001,800.0000,
00993261351001,1020.0000,0
00993261416001,800.0000,
00993261424001,2000.0000,
00993261513001,8000.0000,
00993261696001,800.0000,
00993261793001,800.0000,
00993262129001,800.0000,
00993262161001,800.0000,
00993262331001,800.0000,
00993262595001,2000.0000,
00993262951001,800.0000,
00993263079001,2205000.0000,
00993263109001,100.0000,
00993263419001,10000.0000,
00993264431001,800.0000,
00993264458001,100.0000,
00993264512001,800.0000,
00993264547001,400.0000,
00993264644001,400.0000,
00993264660001,800.0000,
00993264679001,2000.0000,
00993264970001,800.0000,
00993265012001,800.0000,
00993265020001,800.0000,
00993265055001,50.0000,
00993265098001,800.0000,
00993265144001,800.0000,
00993265160001,800.0000,
00993265179001,800.0000,
00993265187001,800.0000,
00993265276001,800.0000,
00993265292001,800.0000,4
00993265438001,800.0000,
00993265578001,800.0000,
00993265667001,15000.0000,
00993265802001,800.0000,
00993265810001,800.0000,
00993265969001,800.0000,
00993266191001,800.0000,
00993266256001,800.0000,
00993266310001,800.0000,
00993266450001,30000.0000,
00993266477001,800.0000,
00993266558001,800.0000,
00993266566001,200.0000,
00993266647001,800.0000,
00993266833001,400.0000,
01791411226001,57000.0000,3
01791411242001,4000.0000,15
01791411293001,1703694.0000,57
01791411560001,1000.0000,4
01791411846001,100000.0000,41
01791411870001,800.0000,5
01791412095001,2000.0000,7
01791412109001,2200.0000,8
01791412214001,10000.0000,10
01791412257001,89000.0000,8
01791412303001,400.0000,1
01791412397001,800.0000,3
01791412966001,400.0000,5
01791413148001,20400.0000,10
01790590119001,46000.0000,11
01790699978001,800000.0000,19
01790701182001,2000.0000,2
01790713741001,800.0000,6
01391776020001,800.0000,7
01391916469001,800.0000,
01391916906001,800.0000,
01391917406001,800.0000,
01391918151001,67328.0000,
01391919441001,800.0000,
01391922108001,1000.0000,
01391922973001,1000.0000,
01391924321001,100.0000,
01391924917001,400.0000,
01391925182001,2962350.0000,
01391925913001,50.0000,
01391927029001,800.0000,
01391927134001,,
01391927304001,10000.0000,
01391928157001,800.0000,
01490819718001,400.0000,
01490819947001,1000.0000,
01490820759001,500.0000,
01490826013001,400.0000,
01490827397001,400.0000,
01490828539001,1000.0000,
01490829969001,1000.0000,
01490830258001,100.0000,
01490830312001,500.0000,
01498304024001,20000.0000,
01791792890001,20000.0000,12
01791793773001,400.0000,2
01791793986001,1266800.0000,22
01791794044001,405.0000,2
01791794087001,800.0000,27
01791794133001,2120000.0000,2
01791794176001,131000.0000,3
01791794214001,59700.0000,57
01791795164001,75401.0000,46
01791795180001,400.0000,4
01791795202001,8467.0000,3
01791795261001,1228041.3600,49
01791795377001,340000.0000,5
01791795415001,5000.0000,4
01791800419001,800.0000,1
01791800486001,2530000.0000,43
01791800699001,251900.0000,120
01791801016001,400.0000,9
01791801245001,50000.0000,11
01791801350001,2335000.0000,
01791801423001,5000.0000,1
01791801547001,800.0000,9
01791802020001,45000.0000,6
01791802276001,800.0000,5
01791802306001,800.0000,1
01791802527001,10000.0000,3
01791802586001,803.0000,20
01791802640001,840.0000,3
01791803485001,400.0000,7
01791803558001,800.0000,2
01791803566001,800.0000,7
01791803698001,400.0000,20
01791804090001,470810.0000,3
01791804201001,1750.0000,2
01791804503001,400.0000,8
01791804686001,1160.0000,4
01791804694001,400000.0000,16
01791804767001,2000.0000,
01791804813001,800.0000,7
01791805232001,1200.0000,3
01791805348001,7414701.0000,94
01791805372001,497200.0000,9
01791805380001,36000.0000,28
01791805682001,402000.0000,2
01791805976001,120000.0000,26
01791806263001,16000.0000,2
01791806549001,800.0000,1
01791806875001,1000.0000,16
01791807022001,1000.0000,10
01791807197001,40000.0000,14
01791807634001,340000.0000,37
01791807820001,80000.0000,112
01791807839001,10000.0000,5
01791808045001,25000.0000,354
01791808266001,400.0000,3
01791808274001,1000.0000,18
01791808428001,400.0000,7
01791808894001,2600.0000,2
01791808983001,400.0000,3
01791809203001,10000.0000,2
01791809459001,10000.0000,21
01791809505001,400.0000,5
01791809564001,74400.0000,10
01791810562001,20800.0000,8
01791810902001,400.0000,11
01791811267001,800.0000,3
01791811313001,1000.0000,4
01791811399001,13410.0000,5
01791811844001,400.0000,2
01791811852001,2000.0000,
01791812360001,400.0000,3
01791812425001,2600.0000,10
01791812484001,10220600.0000,662
01791812654001,10000.0000,17
01791812808001,317483.0000,35
01791812816001,101510.0000,13
01791813251001,1000.0000,2
01791813294001,32000.0000,6
01791813596001,1400.0000,4
01791814118001,20400.0000,14
01791814665001,420.0000,2
01791814711001,100000.0000,33
01791814754001,1000.0000,8
01791814789001,400.0000,3
01791351827001,20000.0000,63
01791351894001,400.0000,
01791352270001,400.0000,2
01791352335001,11000.0000,10
01791352602001,2000.0000,1
01791352963001,300000.0000,206
01791353307001,95000.0000,5
01791353323001,2000.0000,2
01791353412001,10000.0000,2
01791353846001,114000.0000,8
01791353897001,3100000.0000,4
01791354605001,400.0000,4
01791354710001,10800.0000,8
01791354826001,800.0000,2
01791357183001,24000.0000,
01791357604001,800.0000,13
01791413253001,1433.0000,31
01791413695001,534.0000,4
01791413733001,800.0000,29
01791413822001,85000.0000,26
01791413881001,800.0000,5
01791414195001,9420.0000,14
01791414446001,1000.0000,3
01791414594001,1339998.0000,3
01791415043001,800.0000,1
01791415310001,1589003.0000,2
01791415701001,250000.0000,22
01791421361001,10000.0000,23
01791431448001,800.0000,9
01791432037001,116040.0000,20
01791432118001,400.0000,4
01791432215001,15800.0000,4
01791432657001,301000.0000,10
01791433114001,60540.0000,12
01791433203001,1040.0000,3
01791433564001,375000.0000,6
01791434390001,4000.0000,36
01791434749001,3211485.0000,2
00991352066001,800.0000,4
00991352155001,10000.0000,4
00991352392001,800.0000,1
00991352767001,800.0000,3
01391911130001,1000.0000,
01391912994001,2000.0000,
01391913931001,800.0000,
01391914644001,800.0000,
01391919018001,1000.0000,
01391919883001,2000.0000,
01391920636001,800.0000,
01391922159001,800.0000,
01391922353001,800.0000,
01391922450001,400.0000,
01391922736001,800.0000,
01391922825001,1000.0000,
01391923406001,800.0000,
01391923554001,4329.0000,
01391923643001,800.0000,
01391925328001,400.0000,
01391925514001,5000.0000,
01391925921001,50.0000,
01391926162001,2000.0000,
01391927290001,,
01391927347001,800.0000,
01391927703001,1000.0000,
01391929196001,1000.0000,
01391930798001,800.0000,
01391930887001,400.0000,
01391931492001,10000.0000,
01391931638001,800.0000,
01391931841001,800.0000,
01391931900001,2000.0000,
01790945030001,4000.0000,3
01790951626001,169814.0000,44
01790983447001,12599799.0000,3
01790984141001,238860.0000,22
01790985504001,6000000.0000,1620
01790995437001,1500.0000,2
01790997715001,2283.1200,6
01490826072001,400.0000,
01490827346001,800.0000,
01490828032001,400.0000,
01490828385001,10000.0000,
01490829187001,400.0000,
01490829381001,400.0000,
01490829543001,400.0000,
01498303818001,,
01498303931001,500.0000,
01790319857001,414290000.0000,7470
01790320359001,460000.0000,10
01691717344001,400.0000,4
01691728648001,1000.0000,
01691728754001,1000.0000,
01691728756001,1000.0000,
01790009289001,17500010.0000,543
01591718130001,800.0000,
01591719498001,800.0000,
01591720127001,800.0000,
01591724289001,400.0000,
01591726915001,500.0000,
01591727024001,1000.0000,
01591727326001,3000.0000,
01591727369001,10000.0000,
01791836480001,1000.0000,3
01791836545001,815466.0000,3
01791836693001,300000.0000,21
01791836790001,400.0000,3
01791836979001,300000.0000,70
01791837355001,10000.0000,10
01791837363001,95714.0000,36
01791837371001,400.0000,2
01791837789001,800.0000,6
01791838033001,2400.0000,6
01791838149001,2401600.0000,99
01791838203001,400.0000,2
01791838300001,18000.0000,7
01791838319001,1200.0000,2
01791838610001,10000.0000,6
01791839102001,800.0000,1
01791839331001,31500.0000,5
01791839463001,1000.0000,12
01791839471001,400.0000,3
01791840461001,200000.0000,31
01391732716001,,5
01391932103001,100.0000,
01791705513001,885.0000,2
01791754689001,264150.0000,68
01791754786001,175000.0000,5
01791109031001,7000.0000,5
01791110676001,10000.0000,6
01791113144001,252545.0000,
01791129296001,50000.0000,5
01791135873001,117800.0000,81
01791166612001,2659.8000,4
01791167058001,4660000.0000,128
01791170393001,3123500.0000,6
01791203194001,720.0000,13
01791209133001,800.0000,
01791237986001,15000000.0000,533
01791238095001,67330.0000,9
01791239245001,2000.0000,128
01791240650001,9988.0000,3
01791241495001,84400.0000,7
01791242963001,50000.0000,30
01591726834001,1000.0000,
01591726931001,400.0000,
01591727826001,100.0000,
01691714426001,2040.0000,41
01790454851001,1100.0000,28
01790469395001,881.4000,117
01790082512001,4000.0000,2
01791402138001,400.0000,4
01791402316001,76000.0000,3
01791402391001,12600.0000,12
01791402898001,2912.0000,2
01791403142001,24800.0000,14
01791403312001,3482.9600,1
01791403924001,1020.0000,3
01791404394001,150000.0000,
01791404750001,2000.0000,4
01791405250001,800.0000,4
01791405323001,400.0000,1
01791405552001,802400.0000,35
01791405676001,1000.0000,16
01791406427001,800.0000,3
01791407946001,4000.0000,5
01791407962001,400.0000,2
01791409639001,1500.0000,11
01791409647001,101400.0000,14
01791409868001,480.0000,5
01791410017001,200000.0000,15
01791410041001,2000.0000,3
01791410068001,400.0000,4
01791410130001,1500000.0000,64
01791410785001,400.0000,4
01791411099001,20390109.0000,3666
01791411595001,108425.0000,21
01791411757001,1608.6000,2
01791412087001,800.0000,
01791412419001,893.2000,6
01791412478001,800.0000,2
01791412753001,1000.0000,5
01791840593001,400.0000,2
01791840879001,800.0000,4
01791841026001,800.0000,28
01791841514001,1000.0000,6
01791841565001,5000.0000,4
01791841743001,10000.0000,6
01791842111001,64700.0000,12
01791842545001,800.0000,3
01791842790001,1699748.0000,130
01791843312001,3092685.0000,3
01791843762001,40000.0000,42
01791843894001,2000.0000,2
01791844378001,580000.0000,2
01791844416001,66000000.0000,98
01791844610001,3210.0000,2
01791844661001,66936.0000,21
01791844920001,10000.0000,26
01791844998001,2000.0000,4
01791845358001,4000.0000,1
01791845579001,800.0000,5
01791845722001,1000000.0000,271
01791846745001,10000.0000,4
01791846842001,2000.0000,18
01791846915001,400.0000,3
01791847148001,664138.0000,231
01791847253001,363451.0000,2
01791847652001,23016645.0000,1591
01791848608001,600.0000,36
01791848683001,7992.0000,5
01791849019001,1622000.0000,73
01791849116001,65000.0000,24
